,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
53,159.3,107.3,85.1,72.2,60.2,60.2,50.4,50.4,41.6,41.6,41.6,41.6,34.6,34.6,34.6,34.6,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9
54,153.9,103.6,82.2,69.8,58.2,58.2,48.7,48.7,40.2,40.2,40.2,40.2,33.4,33.4,33.4,33.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
55,148.7,100.1,79.4,67.4,56.2,56.2,47.1,47.1,38.8,38.8,38.8,38.8,32.3,32.3,32.3,32.3,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9
56,143.6,96.7,76.7,65.1,54.3,54.3,45.5,45.5,37.5,37.5,37.5,37.5,31.2,31.2,31.2,31.2,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
57,138.7,93.4,74.1,62.9,52.4,52.4,43.9,43.9,36.2,36.2,36.2,36.2,30.1,30.1,30.1,30.1,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9
58,134.0,90.2,71.6,60.7,50.6,50.6,42.4,42.4,35.0,35.0,35.0,35.0,29.1,29.1,29.1,29.1,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
59,129.4,87.1,69.1,58.7,48.9,48.9,41.0,41.0,33.8,33.8,33.8,33.8,28.1,28.1,28.1,28.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9
60,125.0,84.2,66.8,56.7,47.2,47.2,39.6,39.6,32.7,32.7,32.7,32.7,27.2,27.2,27.2,27.2,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
61,120.7,81.3,64.5,54.7,45.6,45.6,38.2,38.2,31.6,31.6,31.6,31.6,26.2,26.2,26.2,26.2,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1
62,116.6,78.5,62.3,52.9,44.1,44.1,36.9,36.9,30.5,30.5,30.5,30.5,25.3,25.3,25.3,25.3,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7
63,112.7,75.8,60.2,51.1,42.6,42.6,35.7,35.7,29.4,29.4,29.4,29.4,24.5,24.5,24.5,24.5,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
64,108.8,73.3,58.1,49.3,41.1,41.1,34.5,34.5,28.4,28.4,28.4,28.4,23.7,23.7,23.7,23.7,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9
65,105.1,70.8,56.1,47.6,39.7,39.7,33.3,33.3,27.5,27.5,27.5,27.5,22.8,22.8,22.8,22.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
66,101.5,68.4,54.2,46.0,38.4,38.4,32.1,32.1,26.5,26.5,26.5,26.5,22.1,22.1,22.1,22.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
67,98.1,66.0,52.4,44.5,37.1,37.1,31.1,31.1,25.6,25.6,25.6,25.6,21.3,21.3,21.3,21.3,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
68,94.7,63.8,50.6,42.9,35.8,35.8,30.0,30.0,24.8,24.8,24.8,24.8,20.6,20.6,20.6,20.6,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
69,91.5,61.6,48.9,41.5,34.6,34.6,29.0,29.0,23.9,23.9,23.9,23.9,19.9,19.9,19.9,19.9,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
70,88.4,59.5,47.2,40.1,33.4,33.4,28.0,28.0,23.1,23.1,23.1,23.1,19.2,19.2,19.2,19.2,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
71,85.4,57.5,45.6,38.7,32.3,32.3,27.0,27.0,22.3,22.3,22.3,22.3,18.6,18.6,18.6,18.6,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
72,82.5,55.5,44.1,37.4,31.2,31.2,26.1,26.1,21.5,21.5,21.5,21.5,17.9,17.9,17.9,17.9,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
73,79.7,53.6,42.6,36.1,30.1,30.1,25.2,25.2,20.8,20.8,20.8,20.8,17.3,17.3,17.3,17.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
74,76.9,51.8,41.1,34.9,29.1,29.1,24.4,24.4,20.1,20.1,20.1,20.1,16.7,16.7,16.7,16.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
75,74.3,50.0,39.7,33.7,28.1,28.1,23.5,23.5,19.4,19.4,19.4,19.4,16.2,16.2,16.2,16.2,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
76,71.8,48.3,38.3,32.5,27.1,27.1,22.7,22.7,18.8,18.8,18.8,18.8,15.6,15.6,15.6,15.6,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
77,69.3,46.7,37.0,31.4,26.2,26.2,22.0,22.0,18.1,18.1,18.1,18.1,15.1,15.1,15.1,15.1,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
78,67.0,45.1,35.8,30.4,25.3,25.3,21.2,21.2,17.5,17.5,17.5,17.5,14.6,14.6,14.6,14.6,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
79,64.7,43.6,34.6,29.3,24.5,24.5,20.5,20.5,16.9,16.9,16.9,16.9,14.1,14.1,14.1,14.1,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
80,62.5,42.1,33.4,28.3,23.6,23.6,19.8,19.8,16.3,16.3,16.3,16.3,13.6,13.6,13.6,13.6,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
81,60.4,40.6,32.2,27.4,22.8,22.8,19.1,19.1,15.8,15.8,15.8,15.8,13.1,13.1,13.1,13.1,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
82,58.3,39.3,31.1,26.4,22.0,22.0,18.5,18.5,15.2,15.2,15.2,15.2,12.7,12.7,12.7,12.7,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
83,56.3,37.9,30.1,25.5,21.3,21.3,17.8,17.8,14.7,14.7,14.7,14.7,12.2,12.2,12.2,12.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
84,54.4,36.6,29.1,24.7,20.6,20.6,17.2,17.2,14.2,14.2,14.2,14.2,11.8,11.8,11.8,11.8,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
85,52.6,35.4,28.1,23.8,19.9,19.9,16.6,16.6,13.7,13.7,13.7,13.7,11.4,11.4,11.4,11.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
86,50.8,34.2,27.1,23.0,19.2,19.2,16.1,16.1,13.3,13.3,13.3,13.3,11.0,11.0,11.0,11.0,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
87,49.0,33.0,26.2,22.2,18.5,18.5,15.5,15.5,12.8,12.8,12.8,12.8,10.7,10.7,10.7,10.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
88,47.4,31.9,25.3,21.5,17.9,17.9,15.0,15.0,12.4,12.4,12.4,12.4,10.3,10.3,10.3,10.3,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
89,45.8,30.8,24.4,20.7,17.3,17.3,14.5,14.5,12.0,12.0,12.0,12.0,9.9,9.9,9.9,9.9,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
90,44.2,29.8,23.6,20.0,16.7,16.7,14.0,14.0,11.5,11.5,11.5,11.5,9.6,9.6,9.6,9.6,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
91,42.7,28.7,22.8,19.4,16.1,16.1,13.5,13.5,11.2,11.2,11.2,11.2,9.3,9.3,9.3,9.3,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
92,41.2,27.8,22.0,18.7,15.6,15.6,13.1,13.1,10.8,10.8,10.8,10.8,9.0,9.0,9.0,9.0,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
93,39.8,26.8,21.3,18.1,15.1,15.1,12.6,12.6,10.4,10.4,10.4,10.4,8.7,8.7,8.7,8.7,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
94,38.5,25.9,20.6,17.4,14.5,14.5,12.2,12.2,10.1,10.1,10.1,10.1,8.4,8.4,8.4,8.4,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
95,37.2,25.0,19.9,16.8,14.0,14.0,11.8,11.8,9.7,9.7,9.7,9.7,8.1,8.1,8.1,8.1,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
96,35.9,24.2,19.2,16.3,13.6,13.6,11.4,11.4,9.4,9.4,9.4,9.4,7.8,7.8,7.8,7.8,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
97,34.7,23.3,18.5,15.7,13.1,13.1,11.0,11.0,9.1,9.1,9.1,9.1,7.5,7.5,7.5,7.5,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
98,33.5,22.5,17.9,15.2,12.7,12.7,10.6,10.6,8.8,8.8,8.8,8.8,7.3,7.3,7.3,7.3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
99,32.4,21.8,17.3,14.7,12.2,12.2,10.2,10.2,8.5,8.5,8.5,8.5,7.0,7.0,7.0,7.0,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
100,31.2,21.0,16.7,14.2,11.8,11.8,9.9,9.9,8.2,8.2,8.2,8.2,6.8,6.8,6.8,6.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
